genes	Symbol	Entrezid	Genename
ENSMUSG00000029389	Ddx55	67848	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55
ENSMUSG00000029390	Tmed2	56334	transmembrane p24 trafficking protein 2
ENSMUSG00000029392	Rilpl1	75695	Rab interacting lysosomal protein-like 1
ENSMUSG00000029394	Cdk2ap1	13445	CDK2 (cyclin-dependent kinase 2)-associated protein 1
ENSMUSG00000029397	Rchy1	68098	ring finger and CHY zinc finger domain containing 1
ENSMUSG00000029401	Rilpl2	80291	Rab interacting lysosomal protein-like 2
ENSMUSG00000029402	Snrnp35	76167	small nuclear ribonucleoprotein 35 (U11/U12)
ENSMUSG00000029403	Cdkl2	53886	cyclin-dependent kinase-like 2 (CDC2-related kinase)
ENSMUSG00000029404	Arl6ip4	65105	ADP-ribosylation factor-like 6 interacting protein 4
ENSMUSG00000029405	G3bp2	23881	GTPase activating protein (SH3 domain) binding protein 2
ENSMUSG00000029406	Pitpnm2	19679	phosphatidylinositol transfer protein, membrane-associated 2
ENSMUSG00000029407	Uso1	56041	USO1 vesicle docking factor
ENSMUSG00000029408	Abcb9	56325	ATP-binding cassette, sub-family B (MDR/TAP), member 9
ENSMUSG00000029410	Ppef2	19023	protein phosphatase, EF hand calcium-binding domain 2
ENSMUSG00000029413	Naaa	67111	N-acylethanolamine acid amidase
ENSMUSG00000029414	Kntc1	208628	kinetochore associated 1
ENSMUSG00000029415	Sdad1	231452	SDA1 domain containing 1
ENSMUSG00000029416	Slc15a4	100561	solute carrier family 15, member 4
ENSMUSG00000029419	Gm996	381353	predicted gene 996
ENSMUSG00000029420	Rimbp2	231760	RIMS binding protein 2
ENSMUSG00000029422	Rsrc2	208606	arginine/serine-rich coiled-coil 2
ENSMUSG00000029426	Scarb2	12492	scavenger receptor class B, member 2
ENSMUSG00000029427	Zcchc8	70650	zinc finger, CCHC domain containing 8
ENSMUSG00000029428	Stx2	13852	syntaxin 2
ENSMUSG00000029430	Ran	19384	RAN, member RAS oncogene family
ENSMUSG00000029432	Nipsnap2	14467	nipsnap homolog 2
ENSMUSG00000029433	Diablo	66593	diablo, IAP-binding mitochondrial protein
ENSMUSG00000029434	Vps33a	77573	VPS33A CORVET/HOPS core subunit
ENSMUSG00000029436	Mmp17	23948	matrix metallopeptidase 17
ENSMUSG00000029438	Bcl7a	77045	B cell CLL/lymphoma 7A
ENSMUSG00000029439	Sfswap	231769	splicing factor SWAP
ENSMUSG00000029440	Psmd9	67151	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
ENSMUSG00000029442	Wdr66	269701	WD repeat domain 66
ENSMUSG00000029446	Psph	100678	phosphoserine phosphatase
ENSMUSG00000029449	Rhof	23912	ras homolog family member F (in filopodia)
ENSMUSG00000029452	Tmem116	77462	transmembrane protein 116
ENSMUSG00000029454	Mapkapk5	17165	MAP kinase-activated protein kinase 5
ENSMUSG00000029455	Aldh2	11669	aldehyde dehydrogenase 2, mitochondrial
ENSMUSG00000029456	Acad10	71985	acyl-Coenzyme A dehydrogenase family, member 10
ENSMUSG00000029458	Brap	72399	BRCA1 associated protein
ENSMUSG00000029461	Fam168a	319604	family with sequence similarity 168, member A
ENSMUSG00000029462	Vps29	56433	VPS29 retromer complex component
ENSMUSG00000029463	Fam216a	68948	family with sequence similarity 216, member A
ENSMUSG00000029464	Gpn3	68080	GPN-loop GTPase 3
ENSMUSG00000029465	Arpc3	56378	actin related protein 2/3 complex, subunit 3
ENSMUSG00000029466	Anapc7	56317	anaphase promoting complex subunit 7
ENSMUSG00000029467	Atp2a2	11938	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
ENSMUSG00000029468	P2rx7	18439	purinergic receptor P2X, ligand-gated ion channel, 7
ENSMUSG00000029469	Ift81	12589	intraflagellar transport 81
ENSMUSG00000029470	P2rx4	18438	purinergic receptor P2X, ligand-gated ion channel 4
ENSMUSG00000029471	Camkk2	207565	calcium/calmodulin-dependent protein kinase kinase 2, beta
ENSMUSG00000029472	Anapc5	59008	anaphase-promoting complex subunit 5
ENSMUSG00000029474	Rnf34	80751	ring finger protein 34
ENSMUSG00000029475	Kdm2b	30841	lysine (K)-specific demethylase 2B
ENSMUSG00000029478	Ncor2	20602	nuclear receptor co-repressor 2
ENSMUSG00000029480	Dhx37	208144	DEAH (Asp-Glu-Ala-His) box polypeptide 37
ENSMUSG00000029482	Aacs	78894	acetoacetyl-CoA synthetase
ENSMUSG00000029484	Anxa3	11745	annexin A3
ENSMUSG00000029486	Mrpl1	94061	mitochondrial ribosomal protein L1
ENSMUSG00000029499	Pxmp2	19301	peroxisomal membrane protein 2
ENSMUSG00000029500	Pgam5	72542	phosphoglycerate mutase family member 5
ENSMUSG00000029501	Ankle2	71782	ankyrin repeat and LEM domain containing 2
ENSMUSG00000029502	Golga3	269682	golgi autoantigen, golgin subfamily a, 3
ENSMUSG00000029504	Ddx51	69663	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
ENSMUSG00000029505	Ep400	75560	E1A binding protein p400
ENSMUSG00000029507	Pus1	56361	pseudouridine synthase 1
ENSMUSG00000029510	Gpc2	71951	glypican 2 (cerebroglycan)
ENSMUSG00000029512	Ulk1	22241	unc-51 like kinase 1
ENSMUSG00000029513	Prkab1	19079	protein kinase, AMP-activated, beta 1 non-catalytic subunit
ENSMUSG00000029516	Cit	12704	citron
ENSMUSG00000029518	Rab35	77407	RAB35, member RAS oncogene family
ENSMUSG00000029521	Chek2	50883	checkpoint kinase 2
ENSMUSG00000029524	Sirt4	75387	sirtuin 4
ENSMUSG00000029528	Pxn	19303	paxillin
ENSMUSG00000029534	St7	64213	suppression of tumorigenicity 7
ENSMUSG00000029535	Triap1	69076	TP53 regulated inhibitor of apoptosis 1
ENSMUSG00000029536	Gatc	384281	glutamyl-tRNA(Gln) amidotransferase, subunit C
ENSMUSG00000029538	Srsf9	108014	serine/arginine-rich splicing factor 9
ENSMUSG00000029544	Cabp1	29867	calcium binding protein 1
ENSMUSG00000029545	Acads	11409	acyl-Coenzyme A dehydrogenase, short chain
ENSMUSG00000029547	Ints1	68510	integrator complex subunit 1
ENSMUSG00000029550	Sppl3	74585	signal peptide peptidase 3
ENSMUSG00000029551	Psmg3	66506	proteasome (prosome, macropain) assembly chaperone 3
ENSMUSG00000029552	Tes	21753	testis derived transcript
ENSMUSG00000029554	Mad1l1	17120	MAD1 mitotic arrest deficient 1-like 1
ENSMUSG00000029557	Mrm2	68017	mitochondrial rRNA methyltransferase 2
ENSMUSG00000029559	2210016L21Rik	72357	RIKEN cDNA 2210016L21 gene
ENSMUSG00000029560	Snx8	231834	sorting nexin 8
ENSMUSG00000029561	Oasl2	23962	2'-5' oligoadenylate synthetase-like 2
ENSMUSG00000029563	Foxp2	114142	forkhead box P2
ENSMUSG00000029569	Tmem168	101118	transmembrane protein 168
ENSMUSG00000029570	Lfng	16848	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ENSMUSG00000029571	Tmem106b	71900	transmembrane protein 106B
ENSMUSG00000029575	Mmab	77697	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)
ENSMUSG00000029576	Radil	231858	Ras association and DIL domains
ENSMUSG00000029577	Ube3b	117146	ubiquitin protein ligase E3B
ENSMUSG00000029578	Wipi2	74781	WD repeat domain, phosphoinositide interacting 2
ENSMUSG00000029580	Actb	11461	actin, beta
ENSMUSG00000029581	Fscn1	14086	fascin actin-bundling protein 1
ENSMUSG00000029587	Zfp12	231866	zinc finger protein 12
ENSMUSG00000029591	Ung	22256	uracil DNA glycosylase
ENSMUSG00000029592	Usp30	100756	ubiquitin specific peptidase 30
ENSMUSG00000029594	Rbm19	74111	RNA binding motif protein 19
ENSMUSG00000029596	Sdsl	257635	serine dehydratase-like
ENSMUSG00000029598	Plbd2	71772	phospholipase B domain containing 2
ENSMUSG00000029599	Ddx54	71990	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
ENSMUSG00000029600	Rita1	100764	RBPJ interacting and tubulin associated 1
ENSMUSG00000029601	Iqcd	75732	IQ motif containing D
ENSMUSG00000029602	Rasal1	19415	RAS protein activator like 1 (GAP1 like)
ENSMUSG00000029603	Dtx1	14357	deltex 1, E3 ubiquitin ligase
ENSMUSG00000029607	Ankrd61	66729	ankyrin repeat domain 61
ENSMUSG00000029608	Rph3a	19894	rabphilin 3A
ENSMUSG00000029610	Aimp2	231872	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
ENSMUSG00000029613	Eif2ak1	15467	eukaryotic translation initiation factor 2 alpha kinase 1
ENSMUSG00000029614	Rpl6	19988	ribosomal protein L6
ENSMUSG00000029616	Erp29	67397	endoplasmic reticulum protein 29
ENSMUSG00000029617	Ccz1	231874	CCZ1 vacuolar protein trafficking and biogenesis associated
ENSMUSG00000029621	Arpc1a	56443	actin related protein 2/3 complex, subunit 1A
ENSMUSG00000029622	Arpc1b	11867	actin related protein 2/3 complex, subunit 1B
ENSMUSG00000029623	Pdap1	231887	PDGFA associated protein 1
ENSMUSG00000029624	Ptcd1	71799	pentatricopeptide repeat domain 1
ENSMUSG00000029625	Cpsf4	54188	cleavage and polyadenylation specific factor 4
ENSMUSG00000029627	Zkscan14	67235	zinc finger with KRAB and SCAN domains 14
ENSMUSG00000029629	Phf14	75725	PHD finger protein 14
ENSMUSG00000029632	Ndufa4	17992	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4
ENSMUSG00000029634	Rnf6	74132	ring finger protein (C3H2C3 type) 6
ENSMUSG00000029635	Cdk8	264064	cyclin-dependent kinase 8
ENSMUSG00000029636	Wasf3	245880	WAS protein family, member 3
ENSMUSG00000029638	Glcci1	170772	glucocorticoid induced transcript 1
ENSMUSG00000029640	Usp12	22217	ubiquitin specific peptidase 12
ENSMUSG00000029641	Rasl11a	68895	RAS-like, family 11, member A
ENSMUSG00000029642	Polr1d	20018	polymerase (RNA) I polypeptide D
ENSMUSG00000029647	Pan3	72587	PAN3 poly(A) specific ribonuclease subunit
ENSMUSG00000029648	Flt1	14254	FMS-like tyrosine kinase 1
ENSMUSG00000029649	Pomp	66537	proteasome maturation protein
ENSMUSG00000029650	Slc46a3	71706	solute carrier family 46, member 3
ENSMUSG00000029651	Mtus2	77521	microtubule associated tumor suppressor candidate 2
ENSMUSG00000029655	N4bp2l2	381695	NEDD4 binding protein 2-like 2
ENSMUSG00000029657	Hsph1	15505	heat shock 105kDa/110kDa protein 1
ENSMUSG00000029659	Medag	70717	mesenteric estrogen dependent adipogenesis
ENSMUSG00000029661	Col1a2	12843	collagen, type I, alpha 2
ENSMUSG00000029669	Tspan12	269831	tetraspanin 12
ENSMUSG00000029670	Ing3	71777	inhibitor of growth family, member 3
ENSMUSG00000029671	Wnt16	93735	wingless-type MMTV integration site family, member 16
ENSMUSG00000029672	Fam3c	27999	family with sequence similarity 3, member C
ENSMUSG00000029673	Auts2	319974	autism susceptibility candidate 2
ENSMUSG00000029674	Limk1	16885	LIM-domain containing, protein kinase
ENSMUSG00000029675	Eln	13717	elastin
ENSMUSG00000029676	Pot1a	101185	protection of telomeres 1A
ENSMUSG00000029681	Bcl7b	12054	B cell CLL/lymphoma 7B
ENSMUSG00000029684	Wasl	73178	Wiskott-Aldrich syndrome-like (human)
ENSMUSG00000029686	Cul1	26965	cullin 1
ENSMUSG00000029687	Ezh2	14056	enhancer of zeste 2 polycomb repressive complex 2 subunit
ENSMUSG00000029695	Aass	30956	aminoadipate-semialdehyde synthase
ENSMUSG00000029699	Ssc4d	109267	scavenger receptor cysteine rich family, 4 domains
ENSMUSG00000029700	Slc13a1	55961	solute carrier family 13 (sodium/sulfate symporters), member 1
ENSMUSG00000029701	Rbm28	68272	RNA binding motif protein 28
ENSMUSG00000029703	Lrwd1	71735	leucine-rich repeats and WD repeat domain containing 1
ENSMUSG00000029705	Cux1	13047	cut-like homeobox 1
ENSMUSG00000029708	Gcc1	74375	golgi coiled coil 1
ENSMUSG00000029710	Ephb4	13846	Eph receptor B4
ENSMUSG00000029712	Actl6b	83766	actin-like 6B
ENSMUSG00000029713	Gnb2	14693	guanine nucleotide binding protein (G protein), beta 2
ENSMUSG00000029714	Gigyf1	57330	GRB10 interacting GYF protein 1
ENSMUSG00000029715	Pop7	74097	processing of precursor 7, ribonuclease P family, (S. cerevisiae)
ENSMUSG00000029716	Tfr2	50765	transferrin receptor 2
ENSMUSG00000029718	Pcolce	18542	procollagen C-endopeptidase enhancer protein
ENSMUSG00000029722	Agfg2	231801	ArfGAP with FG repeats 2
ENSMUSG00000029723	Tsc22d4	78829	TSC22 domain family, member 4
ENSMUSG00000029725	Ppp1r35	69871	protein phosphatase 1, regulatory subunit 35
ENSMUSG00000029726	Mepce	231803	methylphosphate capping enzyme
ENSMUSG00000029727	Cyp3a13	13113	cytochrome P450, family 3, subfamily a, polypeptide 13
ENSMUSG00000029729	Zkscan1	74570	zinc finger with KRAB and SCAN domains 1
ENSMUSG00000029730	Mcm7	17220	minichromosome maintenance complex component 7
ENSMUSG00000029735	Tpk1	29807	thiamine pyrophosphokinase
ENSMUSG00000029752	Asns	27053	asparagine synthetase
ENSMUSG00000029754	Dlx6	13396	distal-less homeobox 6
ENSMUSG00000029755	Dlx5	13395	distal-less homeobox 5
ENSMUSG00000029757	Dync1i1	13426	dynein cytoplasmic 1 intermediate chain 1
ENSMUSG00000029759	Pon3	269823	paraoxonase 3
ENSMUSG00000029761	Cald1	109624	caldesmon 1
ENSMUSG00000029763	Exoc4	20336	exocyst complex component 4
ENSMUSG00000029765	Plxna4	243743	plexin A4
ENSMUSG00000029767	Calu	12321	calumenin
ENSMUSG00000029769	Ccdc136	232664	coiled-coil domain containing 136
ENSMUSG00000029771	Irf5	27056	interferon regulatory factor 5
ENSMUSG00000029772	Ahcyl2	74340	S-adenosylhomocysteine hydrolase-like 2
ENSMUSG00000029775	Klhdc10	76788	kelch domain containing 10
ENSMUSG00000029776	Hibadh	58875	3-hydroxyisobutyrate dehydrogenase
ENSMUSG00000029777	Gars	353172	glycyl-tRNA synthetase
ENSMUSG00000029778	Adcyap1r1	11517	adenylate cyclase activating polypeptide 1 receptor 1
ENSMUSG00000029780	Nt5c3	107569	5'-nucleotidase, cytosolic III
ENSMUSG00000029781	Fkbp9	27055	FK506 binding protein 9
ENSMUSG00000029782	Tmem209	72649	transmembrane protein 209
ENSMUSG00000029787	Avl9	78937	AVL9 cell migration associated
ENSMUSG00000029790	Cep41	83922	centrosomal protein 41
ENSMUSG00000029797	Sspo	243369	SCO-spondin
ENSMUSG00000029798	Herc6	67138	hect domain and RLD 6
ENSMUSG00000029802	Abcg2	26357	ATP binding cassette subfamily G member 2 (Junior blood group)
ENSMUSG00000029804	Herc3	73998	hect domain and RLD 3
ENSMUSG00000029810	Tmem176b	65963	transmembrane protein 176B
ENSMUSG00000029814	Igf2bp3	140488	insulin-like growth factor 2 mRNA binding protein 3
ENSMUSG00000029815	Malsu1	75593	mitochondrial assembly of ribosomal large subunit 1
ENSMUSG00000029816	Gpnmb	93695	glycoprotein (transmembrane) nmb
ENSMUSG00000029817	Tra2a	101214	transformer 2 alpha
ENSMUSG00000029819	Npy	109648	neuropeptide Y
ENSMUSG00000029821	Gsdme	54722	gasdermin E
ENSMUSG00000029822	Osbpl3	71720	oxysterol binding protein-like 3
ENSMUSG00000029823	Luc7l2	192196	LUC7-like 2 (S. cerevisiae)
ENSMUSG00000029826	Zc3hav1	78781	zinc finger CCCH type, antiviral 1
ENSMUSG00000029832	Nfe2l3	18025	nuclear factor, erythroid derived 2, like 3
ENSMUSG00000029833	Trim24	21848	tripartite motif-containing 24
ENSMUSG00000029836	Cbx3	12417	chromobox 3
ENSMUSG00000029838	Ptn	19242	pleiotrophin
ENSMUSG00000029840	Mtpn	14489	myotrophin
ENSMUSG00000029843	Slc13a4	243755	solute carrier family 13 (sodium/sulfate symporters), member 4
ENSMUSG00000029851	Tcaf2	232748	TRPM8 channel-associated factor 2
ENSMUSG00000029860	Zyx	22793	zyxin
ENSMUSG00000029861	Fam131b	76156	family with sequence similarity 131, member B
ENSMUSG00000029862	Clcn1	12723	chloride channel, voltage-sensitive 1
ENSMUSG00000029863	Casp2	12366	caspase 2
ENSMUSG00000029864	Gstk1	76263	glutathione S-transferase kappa 1
ENSMUSG00000029868	Trpv6	64177	transient receptor potential cation channel, subfamily V, member 6
ENSMUSG00000029869	Ephb6	13848	Eph receptor B6
ENSMUSG00000029875	Ccdc184	239650	coiled-coil domain containing 184
ENSMUSG00000029910	Mad2l1	56150	MAD2 mitotic arrest deficient-like 1
ENSMUSG00000029911	Ssbp1	381760	single-stranded DNA binding protein 1
ENSMUSG00000029913	Prdm5	70779	PR domain containing 5
ENSMUSG00000029915	Clec5a	23845	C-type lectin domain family 5, member a
ENSMUSG00000029916	Agk	69923	acylglycerol kinase
ENSMUSG00000029917	C130060K24Rik	243407	RIKEN cDNA C130060K24 gene
ENSMUSG00000029918	Mrps33	14548	mitochondrial ribosomal protein S33
ENSMUSG00000029919	Hpgds	54486	hematopoietic prostaglandin D synthase
ENSMUSG00000029920	Smarcad1	13990	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
ENSMUSG00000029922	Mkrn1	54484	makorin, ring finger protein, 1
ENSMUSG00000029924	Slc37a3	72144	solute carrier family 37 (glycerol-3-phosphate transporter), member 3
ENSMUSG00000029925	Tbxas1	21391	thromboxane A synthase 1, platelet
ENSMUSG00000029992	Gfpt1	14583	glutamine fructose-6-phosphate transaminase 1
ENSMUSG00000029993	Nfu1	56748	NFU1 iron-sulfur cluster scaffold
ENSMUSG00000029994	Anxa4	11746	annexin A4
ENSMUSG00000029998	Pcyox1	66881	prenylcysteine oxidase 1
ENSMUSG00000029999	Tgfa	21802	transforming growth factor alpha
ENSMUSG00000030000	Add2	11519	adducin 2 (beta)
ENSMUSG00000030002	Dusp11	72102	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
ENSMUSG00000030004	Nat8	68396	N-acetyltransferase 8 (GCN5-related)
ENSMUSG00000030007	Cct7	12468	chaperonin containing Tcp1, subunit 7 (eta)
ENSMUSG00000030008	Pradc1	73327	protease-associated domain containing 1
ENSMUSG00000030016	Zfp638	18139	zinc finger protein 638
ENSMUSG00000030019	Fbxl14	101358	F-box and leucine-rich repeat protein 14
ENSMUSG00000030020	Prickle2	243548	prickle planar cell polarity protein 2
ENSMUSG00000030022	Adamts9	101401	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9
ENSMUSG00000030029	Lrig1	16206	leucine-rich repeats and immunoglobulin-like domains 1
ENSMUSG00000030030	1700003E16Rik	71837	RIKEN cDNA 1700003E16 gene
ENSMUSG00000030031	Kbtbd8	243574	kelch repeat and BTB (POZ) domain containing 8
ENSMUSG00000030032	Wdr54	75659	WD repeat domain 54
ENSMUSG00000030034	Ino80b	70020	INO80 complex subunit B
ENSMUSG00000030035	Wbp1	22377	WW domain binding protein 1
ENSMUSG00000030036	Mogs	57377	mannosyl-oligosaccharide glucosidase
ENSMUSG00000030037	Mrpl53	68499	mitochondrial ribosomal protein L53
ENSMUSG00000030042	Pole4	66979	polymerase (DNA-directed), epsilon 4 (p12 subunit)
ENSMUSG00000030043	Tacr1	21336	tachykinin receptor 1
ENSMUSG00000030045	Mrpl19	56284	mitochondrial ribosomal protein L19
ENSMUSG00000030047	Arhgap25	232201	Rho GTPase activating protein 25
ENSMUSG00000030048	Gkn3	68888	gastrokine 3
ENSMUSG00000030051	Aplf	72103	aprataxin and PNKP like factor
ENSMUSG00000030055	Rab43	69834	RAB43, member RAS oncogene family
ENSMUSG00000030056	Isy1	57905	ISY1 splicing factor homolog
ENSMUSG00000030057	Cnbp	12785	cellular nucleic acid binding protein
ENSMUSG00000030058	Copg1	54161	coatomer protein complex, subunit gamma 1
ENSMUSG00000030059	Tmf1	232286	TATA element modulatory factor 1
ENSMUSG00000030060	Hmces	232210	5-hydroxymethylcytosine (hmC) binding, ES cell specific
ENSMUSG00000030061	Uba3	22200	ubiquitin-like modifier activating enzyme 3
ENSMUSG00000030062	Rpn1	103963	ribophorin I
ENSMUSG00000030064	Frmd4b	232288	FERM domain containing 4B
ENSMUSG00000030067	Foxp1	108655	forkhead box P1
ENSMUSG00000030074	Gxylt2	232313	glucoside xylosyltransferase 2
ENSMUSG00000030075	Cntn3	18488	contactin 3
ENSMUSG00000030077	Chl1	12661	cell adhesion molecule L1-like
ENSMUSG00000030079	Ruvbl1	56505	RuvB-like protein 1
ENSMUSG00000030082	Sec61a1	53421	Sec61 alpha 1 subunit (S. cerevisiae)
ENSMUSG00000030083	Abtb1	80283	ankyrin repeat and BTB (POZ) domain containing 1
ENSMUSG00000030084	Plxna1	18844	plexin A1
ENSMUSG00000030086	Chchd6	66098	coiled-coil-helix-coiled-coil-helix domain containing 6
ENSMUSG00000030087	Klf15	66277	Kruppel-like factor 15
ENSMUSG00000030088	Aldh1l1	107747	aldehyde dehydrogenase 1 family, member L1
ENSMUSG00000030089	Slc41a3	71699	solute carrier family 41, member 3
ENSMUSG00000030091	Nup210	54563	nucleoporin 210
ENSMUSG00000030092	Cntn6	53870	contactin 6
ENSMUSG00000030093	Wnt7a	22421	wingless-type MMTV integration site family, member 7A
ENSMUSG00000030094	Xpc	22591	xeroderma pigmentosum, complementation group C
ENSMUSG00000030095	Tmem43	74122	transmembrane protein 43
ENSMUSG00000030096	Slc6a6	21366	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
ENSMUSG00000030098	Grip2	243547	glutamate receptor interacting protein 2
ENSMUSG00000030101	Sumf1	58911	sulfatase modifying factor 1
ENSMUSG00000030102	Itpr1	16438	inositol 1,4,5-trisphosphate receptor 1
ENSMUSG00000030103	Bhlhe40	20893	basic helix-loop-helix family, member e40
ENSMUSG00000030104	Edem1	192193	ER degradation enhancer, mannosidase alpha-like 1
ENSMUSG00000030105	Arl8b	67166	ADP-ribosylation factor-like 8B
ENSMUSG00000030107	Usp18	24110	ubiquitin specific peptidase 18
